Delivery Date,Delivery Hour,Delivery Interval,Settlement Point,Settlement Point Price
01/09/2022,12,4,HB_NORTH,21.83
01/09/2022,12,1,HB_SOUTH,21.24
01/09/2022,12,2,HB_SOUTH,20.49
01/09/2022,12,3,HB_SOUTH,20.23
01/09/2022,12,4,HB_SOUTH,20.94
01/09/2022,12,1,HB_WEST,-0.11
01/09/2022,12,2,HB_WEST,0.72
01/09/2022,12,3,HB_WEST,0.84
01/09/2022,12,4,HB_WEST,1.01
01/09/2022,13,1,HB_HOUSTON,22.13
01/09/2022,13,2,HB_HOUSTON,22.89
01/09/2022,13,3,HB_HOUSTON,22.18
01/09/2022,13,4,HB_HOUSTON,22.22
01/09/2022,13,1,HB_NORTH,21.77
01/09/2022,13,2,HB_NORTH,21.73
01/09/2022,13,3,HB_NORTH,22.17
01/09/2022,13,4,HB_NORTH,21.86
01/09/2022,13,1,HB_SOUTH,21.24
01/09/2022,13,2,HB_SOUTH,22.38
01/09/2022,13,3,HB_SOUTH,21.71
01/09/2022,13,4,HB_SOUTH,21.51
01/09/2022,13,1,HB_WEST,0.94
01/09/2022,13,2,HB_WEST,1.04
01/09/2022,13,3,HB_WEST,1.12
01/09/2022,13,4,HB_WEST,2.62
01/09/2022,14,1,HB_HOUSTON,22.11
01/09/2022,14,2,HB_HOUSTON,23.47
01/09/2022,14,3,HB_HOUSTON,23
01/09/2022,14,4,HB_HOUSTON,23.63
01/09/2022,14,1,HB_NORTH,21.79
01/09/2022,14,2,HB_NORTH,19.42
01/09/2022,14,3,HB_NORTH,18.85
01/09/2022,14,4,HB_NORTH,18.87
01/09/2022,14,1,HB_SOUTH,21.22
01/09/2022,14,2,HB_SOUTH,22.88
01/09/2022,14,3,HB_SOUTH,22.6
01/09/2022,14,4,HB_SOUTH,23.5
01/09/2022,14,1,HB_WEST,6.69
01/09/2022,14,2,HB_WEST,6.12
01/09/2022,14,3,HB_WEST,4.71
01/09/2022,14,4,HB_WEST,7.28
01/09/2022,15,1,HB_HOUSTON,24.79
01/09/2022,15,2,HB_HOUSTON,23.42
01/09/2022,15,3,HB_HOUSTON,24.19
01/09/2022,15,4,HB_HOUSTON,23.35
01/09/2022,15,1,HB_NORTH,20.07
01/09/2022,15,2,HB_NORTH,18.73
01/09/2022,15,3,HB_NORTH,19.55
01/09/2022,15,4,HB_NORTH,19.4
01/09/2022,15,1,HB_SOUTH,24.49
01/09/2022,15,2,HB_SOUTH,23.28
01/09/2022,15,3,HB_SOUTH,23.85
01/09/2022,15,4,HB_SOUTH,23.07
01/09/2022,15,1,HB_WEST,8.38
01/09/2022,15,2,HB_WEST,7.26
01/09/2022,15,3,HB_WEST,7.99
01/09/2022,15,4,HB_WEST,8.77
01/09/2022,16,1,HB_HOUSTON,20.96
01/09/2022,16,2,HB_HOUSTON,21.13
01/09/2022,16,3,HB_HOUSTON,18.92
01/09/2022,16,4,HB_HOUSTON,17.73
01/09/2022,16,1,HB_NORTH,18.28
01/09/2022,16,2,HB_NORTH,18.37
01/09/2022,16,3,HB_NORTH,18.83
01/09/2022,16,4,HB_NORTH,12.88
01/09/2022,16,1,HB_SOUTH,20.69
01/09/2022,16,2,HB_SOUTH,20.84
01/09/2022,16,3,HB_SOUTH,18.68
01/09/2022,16,4,HB_SOUTH,18.79
01/09/2022,16,1,HB_WEST,9.43
01/09/2022,16,2,HB_WEST,9.45
01/09/2022,16,3,HB_WEST,14.5
01/09/2022,16,4,HB_WEST,6.26
01/09/2022,17,1,HB_HOUSTON,18.41
01/09/2022,17,2,HB_HOUSTON,19.74
01/09/2022,17,3,HB_HOUSTON,21.08
01/09/2022,17,4,HB_HOUSTON,22.51
01/09/2022,17,1,HB_NORTH,16.28
01/09/2022,17,2,HB_NORTH,19
01/09/2022,17,3,HB_NORTH,20.54
01/09/2022,17,4,HB_NORTH,22.36
01/09/2022,17,1,HB_SOUTH,19.36
01/09/2022,17,2,HB_SOUTH,20.52
01/09/2022,17,3,HB_SOUTH,21.65
01/09/2022,17,4,HB_SOUTH,22.68
01/09/2022,17,1,HB_WEST,13.4
01/09/2022,17,2,HB_WEST,18.15
01/09/2022,17,3,HB_WEST,19.95
01/09/2022,17,4,HB_WEST,22.18
01/09/2022,18,1,HB_HOUSTON,22.35
01/09/2022,18,2,HB_HOUSTON,22.79
01/09/2022,18,3,HB_HOUSTON,24.8
01/09/2022,18,4,HB_HOUSTON,30.85
01/09/2022,18,1,HB_NORTH,22.35
01/09/2022,18,2,HB_NORTH,22.79
01/09/2022,18,3,HB_NORTH,24.8
01/09/2022,18,4,HB_NORTH,30.85
01/09/2022,18,1,HB_SOUTH,22.35
01/09/2022,18,2,HB_SOUTH,22.79
01/09/2022,18,3,HB_SOUTH,24.8
01/09/2022,18,4,HB_SOUTH,30.85
01/09/2022,18,1,HB_WEST,22.35
01/09/2022,18,2,HB_WEST,22.79
01/09/2022,18,3,HB_WEST,24.8
01/09/2022,18,4,HB_WEST,30.85
01/09/2022,19,1,HB_HOUSTON,29.33
01/09/2022,19,2,HB_HOUSTON,27.68
01/09/2022,19,3,HB_HOUSTON,26.74
01/09/2022,19,4,HB_HOUSTON,25.9
01/09/2022,19,1,HB_NORTH,29.33
01/09/2022,19,2,HB_NORTH,27.68
01/09/2022,19,3,HB_NORTH,26.74
01/09/2022,19,4,HB_NORTH,25.9
01/09/2022,19,1,HB_SOUTH,29.33
01/09/2022,19,2,HB_SOUTH,27.68
01/09/2022,19,3,HB_SOUTH,26.74
01/09/2022,19,4,HB_SOUTH,25.9
01/09/2022,19,1,HB_WEST,29.33
01/09/2022,19,2,HB_WEST,27.68
01/09/2022,19,3,HB_WEST,26.74
01/09/2022,19,4,HB_WEST,25.9
01/09/2022,20,1,HB_HOUSTON,25.45
01/09/2022,20,2,HB_HOUSTON,25.32
01/09/2022,20,3,HB_HOUSTON,26
01/09/2022,20,4,HB_HOUSTON,25.53
01/09/2022,20,1,HB_NORTH,25.45
01/09/2022,20,2,HB_NORTH,25.32
01/09/2022,20,3,HB_NORTH,26
01/09/2022,20,4,HB_NORTH,25.53
01/09/2022,20,1,HB_SOUTH,25.45
01/09/2022,20,2,HB_SOUTH,25.32
01/09/2022,20,3,HB_SOUTH,26
01/09/2022,20,4,HB_SOUTH,25.53
01/09/2022,20,1,HB_WEST,25.45
01/09/2022,20,2,HB_WEST,25.32
01/09/2022,20,3,HB_WEST,26
01/09/2022,20,4,HB_WEST,25.53
01/09/2022,21,1,HB_HOUSTON,25.37
01/09/2022,21,2,HB_HOUSTON,25.67
01/09/2022,21,3,HB_HOUSTON,25.56
01/09/2022,21,4,HB_HOUSTON,25.35
01/09/2022,21,1,HB_NORTH,25.37
01/09/2022,21,2,HB_NORTH,25.67
01/09/2022,21,3,HB_NORTH,25.56
01/09/2022,21,4,HB_NORTH,25.35
01/09/2022,21,1,HB_SOUTH,25.37
01/09/2022,21,2,HB_SOUTH,25.67
01/09/2022,21,3,HB_SOUTH,25.56
01/09/2022,21,4,HB_SOUTH,25.35
01/09/2022,21,1,HB_WEST,25.37
01/09/2022,21,2,HB_WEST,25.67
01/09/2022,21,3,HB_WEST,25.56
01/09/2022,21,4,HB_WEST,25.35
01/09/2022,22,1,HB_HOUSTON,24.19
01/09/2022,22,2,HB_HOUSTON,22.93
01/09/2022,22,3,HB_HOUSTON,22.36
01/09/2022,22,4,HB_HOUSTON,22.07
01/09/2022,22,1,HB_NORTH,24.19
01/09/2022,22,2,HB_NORTH,22.94
01/09/2022,22,3,HB_NORTH,22.66
01/09/2022,22,4,HB_NORTH,22.83
01/09/2022,22,1,HB_SOUTH,24.19
01/09/2022,22,2,HB_SOUTH,22.91
01/09/2022,22,3,HB_SOUTH,21.45
01/09/2022,22,4,HB_SOUTH,19.49
01/09/2022,22,1,HB_WEST,24.19
01/09/2022,22,2,HB_WEST,22.94
01/09/2022,22,3,HB_WEST,22.76
01/09/2022,22,4,HB_WEST,23.09
01/09/2022,23,1,HB_HOUSTON,21.94
01/09/2022,23,2,HB_HOUSTON,21.87
01/09/2022,23,3,HB_HOUSTON,21.91
01/09/2022,23,4,HB_HOUSTON,21.79
01/09/2022,23,1,HB_NORTH,22.69
01/09/2022,23,2,HB_NORTH,22.63
01/09/2022,23,3,HB_NORTH,22.7
01/09/2022,23,4,HB_NORTH,22.6
01/09/2022,23,1,HB_SOUTH,19.35
01/09/2022,23,2,HB_SOUTH,19.29
01/09/2022,23,3,HB_SOUTH,19.13
01/09/2022,23,4,HB_SOUTH,18.79
01/09/2022,23,1,HB_WEST,22.95
01/09/2022,23,2,HB_WEST,22.9
01/09/2022,23,3,HB_WEST,22.97
01/09/2022,23,4,HB_WEST,22.87
01/09/2022,24,1,HB_HOUSTON,21.98
01/09/2022,24,2,HB_HOUSTON,22.33
01/09/2022,24,3,HB_HOUSTON,22.19
01/09/2022,24,4,HB_HOUSTON,22.28
01/09/2022,24,1,HB_NORTH,22.81
01/09/2022,24,2,HB_NORTH,23.66
01/09/2022,24,3,HB_NORTH,23.72
01/09/2022,24,4,HB_NORTH,23.82
01/09/2022,24,1,HB_SOUTH,18.96
01/09/2022,24,2,HB_SOUTH,19.52
01/09/2022,24,3,HB_SOUTH,19.3
01/09/2022,24,4,HB_SOUTH,18.3
01/09/2022,24,1,HB_WEST,23.09
01/09/2022,24,2,HB_WEST,24.04
01/09/2022,24,3,HB_WEST,24.16
01/09/2022,24,4,HB_WEST,24.26
01/10/2022,1,1,HB_HOUSTON,21.73
01/10/2022,1,2,HB_HOUSTON,22.16
01/10/2022,1,3,HB_HOUSTON,21.6
01/10/2022,1,4,HB_HOUSTON,21.31
01/10/2022,1,1,HB_NORTH,23.25
01/10/2022,1,2,HB_NORTH,23.7
01/10/2022,1,3,HB_NORTH,23.12
01/10/2022,1,4,HB_NORTH,22.81
01/10/2022,1,1,HB_SOUTH,17.33
01/10/2022,1,2,HB_SOUTH,17.66
01/10/2022,1,3,HB_SOUTH,17.1
01/10/2022,1,4,HB_SOUTH,16.68
01/10/2022,1,1,HB_WEST,23.67
01/10/2022,1,2,HB_WEST,24.13
01/10/2022,1,3,HB_WEST,23.54
01/10/2022,1,4,HB_WEST,23.23
01/10/2022,2,1,HB_HOUSTON,21.26
01/10/2022,2,2,HB_HOUSTON,21.22
01/10/2022,2,3,HB_HOUSTON,21.16
01/10/2022,2,4,HB_HOUSTON,21.24
01/10/2022,2,1,HB_NORTH,22.76
01/10/2022,2,2,HB_NORTH,22.72
01/10/2022,2,3,HB_NORTH,22.65
01/10/2022,2,4,HB_NORTH,22.61
01/10/2022,2,1,HB_SOUTH,16.44
01/10/2022,2,2,HB_SOUTH,16.32
01/10/2022,2,3,HB_SOUTH,16.21
01/10/2022,2,4,HB_SOUTH,16.27
01/10/2022,2,1,HB_WEST,23.19
01/10/2022,2,2,HB_WEST,23.14
01/10/2022,2,3,HB_WEST,23.08
01/10/2022,2,4,HB_WEST,23.02
01/10/2022,3,1,HB_HOUSTON,22.44
01/10/2022,3,2,HB_HOUSTON,21.88
01/10/2022,3,3,HB_HOUSTON,21.34
01/10/2022,3,4,HB_HOUSTON,21.52
01/10/2022,3,1,HB_NORTH,23.63
01/10/2022,3,2,HB_NORTH,22.89
01/10/2022,3,3,HB_NORTH,22.63
01/10/2022,3,4,HB_NORTH,22.92
01/10/2022,3,1,HB_SOUTH,17.36
01/10/2022,3,2,HB_SOUTH,16.87
01/10/2022,3,3,HB_SOUTH,16.34
01/10/2022,3,4,HB_SOUTH,16.5
01/10/2022,3,1,HB_WEST,24.02
01/10/2022,3,2,HB_WEST,23.25
01/10/2022,3,3,HB_WEST,23.03
01/10/2022,3,4,HB_WEST,23.34
01/10/2022,4,1,HB_HOUSTON,21.24
01/10/2022,4,2,HB_HOUSTON,21.21
01/10/2022,4,3,HB_HOUSTON,22.53
01/10/2022,4,4,HB_HOUSTON,22.08
01/10/2022,4,1,HB_NORTH,22.71
01/10/2022,4,2,HB_NORTH,22.67
01/10/2022,4,3,HB_NORTH,24.07
01/10/2022,4,4,HB_NORTH,23.6
01/10/2022,4,1,HB_SOUTH,16.25
01/10/2022,4,2,HB_SOUTH,16.21
01/10/2022,4,3,HB_SOUTH,17.41
01/10/2022,4,4,HB_SOUTH,17.03
01/10/2022,4,1,HB_WEST,23.13
01/10/2022,4,2,HB_WEST,23.09
01/10/2022,4,3,HB_WEST,24.51
01/10/2022,4,4,HB_WEST,24.03
01/10/2022,5,1,HB_HOUSTON,21.6
01/10/2022,5,2,HB_HOUSTON,21.93
01/10/2022,5,3,HB_HOUSTON,21.39
01/10/2022,5,4,HB_HOUSTON,21.27
01/10/2022,5,1,HB_NORTH,23.09
01/10/2022,5,2,HB_NORTH,23.44
01/10/2022,5,3,HB_NORTH,22.82
01/10/2022,5,4,HB_NORTH,22.6
01/10/2022,5,1,HB_SOUTH,16.64
01/10/2022,5,2,HB_SOUTH,16.89
01/10/2022,5,3,HB_SOUTH,16.51
01/10/2022,5,4,HB_SOUTH,16.44
01/10/2022,5,1,HB_WEST,23.52
01/10/2022,5,2,HB_WEST,23.87
01/10/2022,5,3,HB_WEST,23.23
01/10/2022,5,4,HB_WEST,23
01/10/2022,6,1,HB_HOUSTON,22.17
01/10/2022,6,2,HB_HOUSTON,22.78
01/10/2022,6,3,HB_HOUSTON,23.4
01/10/2022,6,4,HB_HOUSTON,24.07
01/10/2022,6,1,HB_NORTH,23.56
01/10/2022,6,2,HB_NORTH,24.26
01/10/2022,6,3,HB_NORTH,24.92
01/10/2022,6,4,HB_NORTH,25.62
01/10/2022,6,1,HB_SOUTH,17.28
01/10/2022,6,2,HB_SOUTH,17.92
01/10/2022,6,3,HB_SOUTH,18.63
01/10/2022,6,4,HB_SOUTH,19.82
01/10/2022,6,1,HB_WEST,23.98
01/10/2022,6,2,HB_WEST,24.75
01/10/2022,6,3,HB_WEST,25.45
01/10/2022,6,4,HB_WEST,26.16
01/10/2022,7,1,HB_HOUSTON,28.17
01/10/2022,7,2,HB_HOUSTON,29.74
01/10/2022,7,3,HB_HOUSTON,41.93
01/10/2022,7,4,HB_HOUSTON,43.48
01/10/2022,7,1,HB_NORTH,31.03
01/10/2022,7,2,HB_NORTH,33.19
01/10/2022,7,3,HB_NORTH,48.28
01/10/2022,7,4,HB_NORTH,49.91
01/10/2022,7,1,HB_SOUTH,24.84
01/10/2022,7,2,HB_SOUTH,27.91
01/10/2022,7,3,HB_SOUTH,41.04
01/10/2022,7,4,HB_SOUTH,43.16
01/10/2022,7,1,HB_WEST,31.62
01/10/2022,7,2,HB_WEST,33.69
01/10/2022,7,3,HB_WEST,48.9
01/10/2022,7,4,HB_WEST,50.49
01/10/2022,8,1,HB_HOUSTON,61.94
01/10/2022,8,2,HB_HOUSTON,51.32
01/10/2022,8,3,HB_HOUSTON,59.06
01/10/2022,8,4,HB_HOUSTON,75.16
01/10/2022,8,1,HB_NORTH,72.77
01/10/2022,8,2,HB_NORTH,62.8
01/10/2022,8,3,HB_NORTH,70.57
01/10/2022,8,4,HB_NORTH,87.81
01/10/2022,8,1,HB_SOUTH,64.14
01/10/2022,8,2,HB_SOUTH,48.42
01/10/2022,8,3,HB_SOUTH,60.51
01/10/2022,8,4,HB_SOUTH,75.32
01/10/2022,8,1,HB_WEST,73.33
01/10/2022,8,2,HB_WEST,62.69
01/10/2022,8,3,HB_WEST,71.63
01/10/2022,8,4,HB_WEST,88.88
01/10/2022,9,1,HB_HOUSTON,96.23
01/10/2022,9,2,HB_HOUSTON,54.84
01/10/2022,9,3,HB_HOUSTON,34.96
01/10/2022,9,4,HB_HOUSTON,34.25
01/10/2022,9,1,HB_NORTH,117.95
01/10/2022,9,2,HB_NORTH,64.14
01/10/2022,9,3,HB_NORTH,36.91
01/10/2022,9,4,HB_NORTH,36.35
01/10/2022,9,1,HB_SOUTH,99.86
01/10/2022,9,2,HB_SOUTH,53.92
01/10/2022,9,3,HB_SOUTH,31.65
01/10/2022,9,4,HB_SOUTH,31.5
01/10/2022,9,1,HB_WEST,119.44
01/10/2022,9,2,HB_WEST,64.84
01/10/2022,9,3,HB_WEST,37.36
01/10/2022,9,4,HB_WEST,36.68
01/10/2022,10,1,HB_HOUSTON,35.94
01/10/2022,10,2,HB_HOUSTON,35.76
01/10/2022,10,3,HB_HOUSTON,35.62
01/10/2022,10,4,HB_HOUSTON,36.03
01/10/2022,10,1,HB_NORTH,38.76
01/10/2022,10,2,HB_NORTH,38.44
01/10/2022,10,3,HB_NORTH,38.25
01/10/2022,10,4,HB_NORTH,38.77
01/10/2022,10,1,HB_SOUTH,32.95
01/10/2022,10,2,HB_SOUTH,32.93
01/10/2022,10,3,HB_SOUTH,32.81
01/10/2022,10,4,HB_SOUTH,33.25
01/10/2022,10,1,HB_WEST,39
01/10/2022,10,2,HB_WEST,38.47
01/10/2022,10,3,HB_WEST,38.27
01/10/2022,10,4,HB_WEST,38.79
01/10/2022,11,1,HB_HOUSTON,36.09
01/10/2022,11,2,HB_HOUSTON,35.99
01/10/2022,11,3,HB_HOUSTON,34.49
01/10/2022,11,4,HB_HOUSTON,31.37
01/10/2022,11,1,HB_NORTH,38.85
01/10/2022,11,2,HB_NORTH,38.73
01/10/2022,11,3,HB_NORTH,36.65
01/10/2022,11,4,HB_NORTH,32.59
01/10/2022,11,1,HB_SOUTH,33.35
01/10/2022,11,2,HB_SOUTH,33.25
01/10/2022,11,3,HB_SOUTH,29.97
01/10/2022,11,4,HB_SOUTH,27.45
01/10/2022,11,1,HB_WEST,38.87
01/10/2022,11,2,HB_WEST,38.75
01/10/2022,11,3,HB_WEST,37
01/10/2022,11,4,HB_WEST,32.53
01/10/2022,12,1,HB_HOUSTON,28.89
01/10/2022,12,2,HB_HOUSTON,26.53
01/10/2022,12,3,HB_HOUSTON,27.27
01/10/2022,12,4,HB_HOUSTON,26.45
01/10/2022,12,1,HB_NORTH,29.54
01/10/2022,12,2,HB_NORTH,26.6
01/10/2022,12,3,HB_NORTH,27.62
01/10/2022,12,4,HB_NORTH,26.61
01/10/2022,12,1,HB_SOUTH,25.48
01/10/2022,12,2,HB_SOUTH,23.4
01/10/2022,12,3,HB_SOUTH,24.26
01/10/2022,12,4,HB_SOUTH,23.69
01/10/2022,12,1,HB_WEST,29.52
01/10/2022,12,2,HB_WEST,26.59
01/10/2022,12,3,HB_WEST,27.65
01/10/2022,12,4,HB_WEST,26.6
01/10/2022,13,1,HB_HOUSTON,27.19
01/10/2022,13,2,HB_HOUSTON,25.43
01/10/2022,13,3,HB_HOUSTON,24.71
01/10/2022,13,4,HB_HOUSTON,24.62
01/10/2022,13,1,HB_NORTH,27.47
01/10/2022,13,2,HB_NORTH,25.31
01/10/2022,13,3,HB_NORTH,24.59
01/10/2022,13,4,HB_NORTH,24.58
01/10/2022,13,1,HB_SOUTH,24.57
01/10/2022,13,2,HB_SOUTH,22.93
01/10/2022,13,3,HB_SOUTH,22.19
01/10/2022,13,4,HB_SOUTH,22.07
01/10/2022,13,1,HB_WEST,27.51
01/10/2022,13,2,HB_WEST,25.26
01/10/2022,13,3,HB_WEST,24.53
01/10/2022,13,4,HB_WEST,24.6
01/10/2022,14,1,HB_HOUSTON,24.38
01/10/2022,14,2,HB_HOUSTON,23.87
01/10/2022,14,3,HB_HOUSTON,23.13
01/10/2022,14,4,HB_HOUSTON,22.69
01/10/2022,14,1,HB_NORTH,24.25
01/10/2022,14,2,HB_NORTH,23.77
01/10/2022,14,3,HB_NORTH,23.03
01/10/2022,14,4,HB_NORTH,22.67
01/10/2022,14,1,HB_SOUTH,21.89
01/10/2022,14,2,HB_SOUTH,21.36
01/10/2022,14,3,HB_SOUTH,20.61
01/10/2022,14,4,HB_SOUTH,20.28
01/10/2022,14,1,HB_WEST,24.2
01/10/2022,14,2,HB_WEST,23.72
01/10/2022,14,3,HB_WEST,22.98
01/10/2022,14,4,HB_WEST,22.64
01/10/2022,15,1,HB_HOUSTON,22.67
01/10/2022,15,2,HB_HOUSTON,22.53
01/10/2022,15,3,HB_HOUSTON,22.51
01/10/2022,15,4,HB_HOUSTON,22.43
01/10/2022,15,1,HB_NORTH,22.58
01/10/2022,15,2,HB_NORTH,22.45
01/10/2022,15,3,HB_NORTH,22.51
01/10/2022,15,4,HB_NORTH,22.43
01/10/2022,15,1,HB_SOUTH,20.61
01/10/2022,15,2,HB_SOUTH,21.18
01/10/2022,15,3,HB_SOUTH,22.51
01/10/2022,15,4,HB_SOUTH,22.43
01/10/2022,15,1,HB_WEST,22.54
01/10/2022,15,2,HB_WEST,22.41
01/10/2022,15,3,HB_WEST,22.51
01/10/2022,15,4,HB_WEST,22.43
01/10/2022,16,1,HB_HOUSTON,22.59
01/10/2022,16,2,HB_HOUSTON,23.62
01/10/2022,16,3,HB_HOUSTON,23.48
01/10/2022,16,4,HB_HOUSTON,23.05
01/10/2022,16,1,HB_NORTH,22.59
01/10/2022,16,2,HB_NORTH,23.63
01/10/2022,16,3,HB_NORTH,23.5
01/10/2022,16,4,HB_NORTH,23.05
01/10/2022,16,1,HB_SOUTH,22.59
01/10/2022,16,2,HB_SOUTH,23.63
01/10/2022,16,3,HB_SOUTH,23.51
01/10/2022,16,4,HB_SOUTH,23.05
01/10/2022,16,1,HB_WEST,22.59
01/10/2022,16,2,HB_WEST,23.63
01/10/2022,16,3,HB_WEST,23.5
01/10/2022,16,4,HB_WEST,23.05
01/10/2022,17,1,HB_HOUSTON,23.28
01/10/2022,17,2,HB_HOUSTON,25.05
01/10/2022,17,3,HB_HOUSTON,28.53
01/10/2022,17,4,HB_HOUSTON,31.38
01/10/2022,17,1,HB_NORTH,23.28
01/10/2022,17,2,HB_NORTH,25.09
01/10/2022,17,3,HB_NORTH,28.74
01/10/2022,17,4,HB_NORTH,32.13
01/10/2022,17,1,HB_SOUTH,23.28
01/10/2022,17,2,HB_SOUTH,25.12
01/10/2022,17,3,HB_SOUTH,28.8
01/10/2022,17,4,HB_SOUTH,32.16
01/10/2022,17,1,HB_WEST,23.28
01/10/2022,17,2,HB_WEST,25.1
01/10/2022,17,3,HB_WEST,28.75
01/10/2022,17,4,HB_WEST,32.14
01/10/2022,18,1,HB_HOUSTON,27.95
01/10/2022,18,2,HB_HOUSTON,32.81
01/10/2022,18,3,HB_HOUSTON,38.82
01/10/2022,18,4,HB_HOUSTON,11.79
01/10/2022,18,1,HB_NORTH,28.2
01/10/2022,18,2,HB_NORTH,33.76
01/10/2022,18,3,HB_NORTH,40.62
01/10/2022,18,4,HB_NORTH,66.16
01/10/2022,18,1,HB_SOUTH,28.25
01/10/2022,18,2,HB_SOUTH,33.78
01/10/2022,18,3,HB_SOUTH,40.61
01/10/2022,18,4,HB_SOUTH,56.17
01/10/2022,18,1,HB_WEST,28.22
01/10/2022,18,2,HB_WEST,33.77
01/10/2022,18,3,HB_WEST,40.63
01/10/2022,18,4,HB_WEST,64.37
01/10/2022,19,1,HB_HOUSTON,43.27
01/10/2022,19,2,HB_HOUSTON,37.65
01/10/2022,19,3,HB_HOUSTON,36.74
01/10/2022,19,4,HB_HOUSTON,36.2
01/10/2022,19,1,HB_NORTH,45.76
01/10/2022,19,2,HB_NORTH,39.29
01/10/2022,19,3,HB_NORTH,38.28
01/10/2022,19,4,HB_NORTH,38.03
01/10/2022,19,1,HB_SOUTH,45.71
01/10/2022,19,2,HB_SOUTH,39.28
01/10/2022,19,3,HB_SOUTH,38.27
01/10/2022,19,4,HB_SOUTH,37.39
01/10/2022,19,1,HB_WEST,45.77
01/10/2022,19,2,HB_WEST,39.3
01/10/2022,19,3,HB_WEST,38.29
01/10/2022,19,4,HB_WEST,38.14
01/10/2022,20,1,HB_HOUSTON,35.69
01/10/2022,20,2,HB_HOUSTON,36.25
01/10/2022,20,3,HB_HOUSTON,35.44
01/10/2022,20,4,HB_HOUSTON,36.32
01/10/2022,20,1,HB_NORTH,38.03
01/10/2022,20,2,HB_NORTH,38.68
01/10/2022,20,3,HB_NORTH,37.65
01/10/2022,20,4,HB_NORTH,38.7
01/10/2022,20,1,HB_SOUTH,36.29
01/10/2022,20,2,HB_SOUTH,36.83
01/10/2022,20,3,HB_SOUTH,36.03
01/10/2022,20,4,HB_SOUTH,36.93
01/10/2022,20,1,HB_WEST,38.28
01/10/2022,20,2,HB_WEST,38.91
01/10/2022,20,3,HB_WEST,37.86
01/10/2022,20,4,HB_WEST,38.93
01/10/2022,21,1,HB_HOUSTON,36.9
01/10/2022,21,2,HB_HOUSTON,36.81
01/10/2022,21,3,HB_HOUSTON,36.37
01/10/2022,21,4,HB_HOUSTON,35.22
01/10/2022,21,1,HB_NORTH,38.79
01/10/2022,21,2,HB_NORTH,38.71
01/10/2022,21,3,HB_NORTH,38.27
01/10/2022,21,4,HB_NORTH,37.1
01/10/2022,21,1,HB_SOUTH,38.17
01/10/2022,21,2,HB_SOUTH,38.12
01/10/2022,21,3,HB_SOUTH,37.57
01/10/2022,21,4,HB_SOUTH,36.12
01/10/2022,21,1,HB_WEST,38.87
01/10/2022,21,2,HB_WEST,38.81
01/10/2022,21,3,HB_WEST,38.38
01/10/2022,21,4,HB_WEST,37.25
01/10/2022,22,1,HB_HOUSTON,36.85
01/10/2022,22,2,HB_HOUSTON,36.74
01/10/2022,22,3,HB_HOUSTON,35.26
01/10/2022,22,4,HB_HOUSTON,33.97
01/10/2022,22,1,HB_NORTH,38.81
01/10/2022,22,2,HB_NORTH,38.6
01/10/2022,22,3,HB_NORTH,37.03
01/10/2022,22,4,HB_NORTH,35.7
01/10/2022,22,1,HB_SOUTH,38.08
01/10/2022,22,2,HB_SOUTH,38.04
01/10/2022,22,3,HB_SOUTH,36.29
01/10/2022,22,4,HB_SOUTH,34.59
01/10/2022,22,1,HB_WEST,38.93
01/10/2022,22,2,HB_WEST,38.7
01/10/2022,22,3,HB_WEST,37.16
01/10/2022,22,4,HB_WEST,35.86
01/10/2022,23,1,HB_HOUSTON,32.98
01/10/2022,23,2,HB_HOUSTON,32.99
01/10/2022,23,3,HB_HOUSTON,32.83
01/10/2022,23,4,HB_HOUSTON,29.48
01/10/2022,23,1,HB_NORTH,34.46
01/10/2022,23,2,HB_NORTH,34.34
01/10/2022,23,3,HB_NORTH,34.14
01/10/2022,23,4,HB_NORTH,30.32
01/10/2022,23,1,HB_SOUTH,33.58
01/10/2022,23,2,HB_SOUTH,32.34
01/10/2022,23,3,HB_SOUTH,31.46
01/10/2022,23,4,HB_SOUTH,27.73
01/10/2022,23,1,HB_WEST,34.6
01/10/2022,23,2,HB_WEST,34.46
01/10/2022,23,3,HB_WEST,34.28
01/10/2022,23,4,HB_WEST,30.45
01/10/2022,24,1,HB_HOUSTON,27.72
01/10/2022,24,2,HB_HOUSTON,27.92
01/10/2022,24,3,HB_HOUSTON,29.03
01/10/2022,24,4,HB_HOUSTON,29.7
01/10/2022,24,1,HB_NORTH,28.29
01/10/2022,24,2,HB_NORTH,28.61
01/10/2022,24,3,HB_NORTH,29.69
01/10/2022,24,4,HB_NORTH,30.05
01/10/2022,24,1,HB_SOUTH,25.9
01/10/2022,24,2,HB_SOUTH,26.65
01/10/2022,24,3,HB_SOUTH,27.78
01/10/2022,24,4,HB_SOUTH,28.04
01/10/2022,24,1,HB_WEST,28.41
01/10/2022,24,2,HB_WEST,28.75
01/10/2022,24,3,HB_WEST,29.82
01/10/2022,24,4,HB_WEST,30.13
01/11/2022,1,1,HB_HOUSTON,28.65
01/11/2022,1,2,HB_HOUSTON,28.52
01/11/2022,1,3,HB_HOUSTON,27.88
01/11/2022,1,4,HB_HOUSTON,26.39
01/11/2022,1,1,HB_NORTH,28.58
01/11/2022,1,2,HB_NORTH,28.37
01/11/2022,1,3,HB_NORTH,27.71
01/11/2022,1,4,HB_NORTH,26.22
01/11/2022,1,1,HB_SOUTH,26.43
